code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
E10,Type 1 diabetes mellitus,ICD10,1,Type 1,,
E100,Type 1 diabetes mellitus With coma,ICD10,1,Type 1,,
E101,Type 1 diabetes mellitus With ketoacidosis,ICD10,1,Type 1,,
E102,Type 1 diabetes mellitus With renal complications,ICD10,1,Type 1,,
E103,Type 1 diabetes mellitus With ophthalmic complications,ICD10,1,Type 1,,
E104,Type 1 diabetes mellitus With neurological complications,ICD10,1,Type 1,,
E105,Type 1 diabetes mellitus With peripheral circulatory complications,ICD10,1,Type 1,,
E106,Type 1 diabetes mellitus With other specified complications,ICD10,1,Type 1,,
E107,Type 1 diabetes mellitus With multiple complications,ICD10,1,Type 1,,
E108,Type 1 diabetes mellitus With unspecified complications,ICD10,1,Type 1,,
E109,Type 1 diabetes mellitus Without complications,ICD10,1,Type 1,,
O240,Diabetes mellitus in pregnancy: Pre-existing type 1 diabetes mellitus,ICD10,1,Type 1,,
104941000119109,Ischemia of retina due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
1067201000000106,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
190330002,Hyperosmolar coma due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
190368000,Type I diabetes mellitus with ulcer (disorder),SNOMED,1,Type 1,,
190369008,Type I diabetes mellitus with gangrene (disorder),SNOMED,1,Type 1,,
190372001,Type I diabetes mellitus maturity onset (disorder),SNOMED,1,Type 1,,
23045005,Insulin dependent diabetes mellitus type IA (disorder),SNOMED,1,Type 1,,
237618001,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),SNOMED,1,Type 1,,
279291000000109,Diabetes type 1 review (regime/therapy),SNOMED,1,Type 1,,
290002008,Brittle type I diabetes mellitus (finding),SNOMED,1,Type 1,,
31211000119101,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
313435000,Type I diabetes mellitus without complication (disorder),SNOMED,1,Type 1,,
314771006,Type I diabetes mellitus with hypoglycemic coma (disorder),SNOMED,1,Type 1,,
314893005,Arthropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
367991000119101,Hyperglycemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),SNOMED,1,Type 1,,
420270002,Ketoacidosis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
420486006,Exudative maculopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
420514000,Persistent proteinuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
420789003,Retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
420825003,Gangrene due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
420868002,Disorder due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
420918009,Mononeuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421075007,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421468001,Disorder of nervous system due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421893009,Renal disorder due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421920002,Cataract of eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
422228004,Multiple complications due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
444073006,Type I diabetes mellitus uncontrolled (finding),SNOMED,1,Type 1,,
46635009,Diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
472970003,History of diabetes mellitus type 1 (situation),SNOMED,1,Type 1,,
703137001,Type I diabetes mellitus in remission (disorder),SNOMED,1,Type 1,,
713702000,Gastroparesis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
713705003,Polyneuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71771000119100,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
739681000,Disorder of eye due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
754101000000103,Type I diabetic dietary review (regime/therapy),SNOMED,1,Type 1,,
754461000000105,Referral to type I diabetes structured education programme (procedure),SNOMED,1,Type 1,,
769219006,Macular edema due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
199229001,Pre-existing type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
28032008,Insulin dependent diabetes mellitus type IB (disorder),SNOMED,1,Type 1,,
31321000119102,Diabetes mellitus type 1 without retinopathy (disorder),SNOMED,1,Type 1,,
444074000,Type I diabetes mellitus well controlled (finding),SNOMED,1,Type 1,,
609564002,Pre-existing type 1 diabetes mellitus in pregnancy (disorder),SNOMED,1,Type 1,,
770098001,Cranial nerve palsy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
870528001,Newly diagnosed type 1 diabetes mellitus (finding),SNOMED,1,Type 1,,
102781000119107,Sensory neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
104951000119106,Vitreous hemorrhage due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
1.06562310001191E+016,Ulcer of skin of toe due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
109171000119104,Retinal edema due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
110141000119100,Ulcer of lower limb due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
120711000119108,Hypoglycemic unawareness due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
137941000119106,Hyperlipidemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
138881000119106,Mild nonproliferative retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
138891000119109,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
1571000119104,Mixed hyperlipidemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
164881000119109,Ulcer of foot due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
1.66974210001191E+016,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.66974710001191E+016,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.66975210001191E+016,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67452110001191E+016,Nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67454110001191E+016,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67456110001191E+016,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67458910001191E+016,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67466610001191E+016,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67467410001191E+016,Nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67469410001191E+016,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67471010001191E+016,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67473410001191E+016,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67477410001191E+016,Proliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67487410001191E+016,Proliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.67497810001191E+016,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
1.68911910001191E+016,Coronary artery disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
18521000119106,Microalbuminuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
243421000119104,Proteinuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
367211000119103,Inflammatory dermatosis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
368521000119107,Disorder of nerve co-occurrent and due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
368541000119101,Cheiroarthropathy due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
368551000119104,Dyslipidemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
368561000119102,Hyperosmolarity due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder),SNOMED,1,Type 1,,
421305000,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421437000,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
426907004,Small vessel disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
609566000,Pregnancy and type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
60991000119100,Blindness due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
691000119103,Erectile dysfunction due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
706891008,Neuropathy due to unstable diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
712882000,Autonomic neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71721000119101,Nephrotic syndrome due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72021000119109,Dermopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72031000119107,Severe malnutrition due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72041000119103,Osteomyelitis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
721283000,Acidosis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72141000119104,Chronic ulcer of skin due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
789542009,Neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
789571005,Ulcer of heel due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
789572003,Ulcer of midfoot due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
82571000119107,Traction detachment of retina due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
82581000119105,Rubeosis iridis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
84371000119108,Hypoglycemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
87471000119106,Ulcer of ankle due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
87481000119109,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
87491000119107,Ulcer of forefoot due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90771000119100,End stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
96441000119101,Chronic kidney disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
E11,Type 2 diabetes mellitus,ICD10,1,Type 2,,
E110,Type 2 diabetes mellitus With coma,ICD10,1,Type 2,,
E111,Type 2 diabetes mellitus With ketoacidosis,ICD10,1,Type 2,,
E112,Type 2 diabetes mellitus With renal complications,ICD10,1,Type 2,,
E113,Type 2 diabetes mellitus With ophthalmic complications,ICD10,1,Type 2,,
E114,Type 2 diabetes mellitus With neurological complications,ICD10,1,Type 2,,
E115,Type 2 diabetes mellitus With peripheral circulatory complications,ICD10,1,Type 2,,
E116,Type 2 diabetes mellitus With other specified complications,ICD10,1,Type 2,,
E117,Type 2 diabetes mellitus With multiple complications,ICD10,1,Type 2,,
E118,Type 2 diabetes mellitus With unspecified complications,ICD10,1,Type 2,,
E119,Type 2 diabetes mellitus Without complications,ICD10,1,Type 2,,
O241,Diabetes mellitus in pregnancy: Pre-existing type 2 diabetes mellitus,ICD10,1,Type 2,,
110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140381000119104,Neuropathic ulcer of toe due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140391000119101,Ulcer of toe due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140521000119107,Ischemic ulcer of foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1491000119102,Vitreous hemorrhage due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1511000119107,Peripheral neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190331003,Hyperosmolar coma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190388001,Multiple complications due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190389009,Type II diabetes mellitus with ulcer (disorder),SNOMED,1,Type 2,,
199230006,Pre-existing type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
237599002,Insulin treated type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
237627000,Pregnancy and type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
24471000000103,Type 2 diabetic on insulin (finding),SNOMED,1,Type 2,,
24481000000101,Type 2 diabetic on diet only (finding),SNOMED,1,Type 2,,
279321000000104,Diabetes type 2 review (regime/therapy),SNOMED,1,Type 2,,
313436004,Type II diabetes mellitus without complication (disorder),SNOMED,1,Type 2,,
314902007,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
314903002,Arthropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
314904008,Type II diabetes mellitus with neuropathic arthropathy (disorder),SNOMED,1,Type 2,,
395204000,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420279001,Renal disorder due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420436000,Mononeuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420715001,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420756003,Cataract of eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
421326000,Disorder of nervous system due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421631007,Gangrene due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421750000,Ketoacidosis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421779007,Exudative maculopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421847006,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421986006,Persistent proteinuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422014003,Disorder due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422099009,Disorder of eye due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
44054006,Diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
443694000,Type II diabetes mellitus uncontrolled (finding),SNOMED,1,Type 2,,
445353002,Brittle type II diabetes mellitus (finding),SNOMED,1,Type 2,,
472969004,History of diabetes mellitus type 2 (situation),SNOMED,1,Type 2,,
532411000000102,Diabetes mellitus adult onset with no mention of complication (disorder),SNOMED,1,Type 2,,
703138006,Type II diabetes mellitus in remission (disorder),SNOMED,1,Type 2,,
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
713706002,Polyneuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
719216001,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
731000119105,Chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
754121000000107,Type II diabetic dietary review (regime/therapy),SNOMED,1,Type 2,,
761000119102,Dyslipidemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
791000119109,Angina due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
81531005,Diabetes mellitus type 2 in obese (disorder),SNOMED,1,Type 2,,
87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
164971000119101,Type 2 diabetes mellitus controlled by diet (finding),SNOMED,1,Type 2,,
359642000,Diabetes mellitus type 2 in nonobese (disorder),SNOMED,1,Type 2,,
444110003,Type II diabetes mellitus well controlled (finding),SNOMED,1,Type 2,,
609567009,Pre-existing type 2 diabetes mellitus in pregnancy (disorder),SNOMED,1,Type 2,,
769220000,Macular edema due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1003605004,Glaucoma suspect due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
102621000119101,Ulcer of skin due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
104961000119108,Ischemia of retina due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1.06562710001191E+016,Ulcer of skin of toe due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1.06616710001191E+016,Ulcer of right foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
108781000119105,Neuropathic ulcer of midfoot AND/OR heel due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
108791000119108,Suspected glaucoma due to type 2 diabetes mellitus (situation),SNOMED,1,Type 2,,
110171000119107,Ulcer of lower limb due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
111231000119109,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
119831000119106,Hypoglycemia unawareness due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
120731000119103,Hypoglycemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
12811000119100,Complication due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
137931000119102,Hyperlipidemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
138911000119106,Mild nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
138921000119104,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140531000119105,Neuropathic ulcer of foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1481000119100,Diabetes mellitus type 2 without retinopathy (disorder),SNOMED,1,Type 2,,
1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1521000119100,Ulcer of foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1531000119102,Dermopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1551000119108,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1.59365010001191E+016,Inflammatory dermatosis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1.67450510001191E+016,Nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67451310001191E+016,Nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67455310001191E+016,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67456510001191E+016,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67459310001191E+016,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67461310001191E+016,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67462610001191E+016,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67463410001191E+016,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67469010001191E+016,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67470210001191E+016,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67471410001191E+016,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67476610001191E+016,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67479010001191E+016,Proliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67481410001191E+016,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.67496610001191E+016,Proliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
1.68911510001191E+016,Coronary artery disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190390000,Type II diabetes mellitus with gangrene (disorder),SNOMED,1,Type 2,,
201000119106,Disorder due to well controlled type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
28331000119107,Retinal edema due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
368051000119109,Hyperglycemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
368591000119109,Cheiroarthropathy due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
41911000119107,Glaucoma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
427027005,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
427134009,Small vessel disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
428007007,Erectile dysfunction due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
711000119100,Chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
712883005,Autonomic neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
72051000119101,Severe malnutrition due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
721000119107,Chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
721284006,Acidosis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
741000119101,Chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
751000119104,Chronic kidney disease stage 1 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
771000119108,Chronic kidney disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
781000119106,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
789567007,Ulcer of heel due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
789569005,Neuropathic ulcer of heel due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
789570006,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
82541000119100,Traction detachment of retina due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
82551000119103,Rubeosis iridis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
84361000119102,Insulin reactive hypoglycemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
87441000119104,Ulcer of ankle due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
87461000119100,Ulcer of forefoot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
97341000119105,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
97621000119107,Stasis ulcer due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
9859006,Acanthosis nigricans due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
292571000000107,Cystic fibrosis related diabetes mellitus,SNOMED,1,Other,Genetic,Cystic Fibrosis
286451000000100,Cystic fibrosis related diabetes mellitus (disorder),SNOMED,1,Other,Genetic,Cystic Fibrosis
426705001,Diabetes mellitus co-occurrent and due to cystic fibrosis (disorder),SNOMED,1,Other,Genetic,Cystic Fibrosis
427089005,Diabetes mellitus due to cystic fibrosis (disorder),SNOMED,1,Other,Genetic,Cystic Fibrosis
609562003,Maturity onset diabetes of the young type 1 (disorder),SNOMED,1,Other,Genetic,MODY
