name,terminology,code,term,code_type
stroke,SNOMED,1089411000000104,Cerebral infarction due to occlusion of cerebral artery,1
stroke,SNOMED,1089421000000105,Cerebral infarction due to stenosis of cerebral artery,1
stroke,SNOMED,111297002,Nonparalytic stroke (disorder),1
stroke,SNOMED,1131000119105,Sequela of cerebrovascular accident (disorder),1
stroke,SNOMED,116288000,Paralytic stroke (disorder),1
stroke,SNOMED,1162966002,Spontaneous epidural intracranial hematoma (disorder),1
stroke,SNOMED,828066161000119106,Cerebrovascular accident due to thrombosis of right anterior cerebral artery (disorder),1
stroke,SNOMED,82999001,Epidural intracranial hemorrhage (disorder),1
stroke,SNOMED,840422007,Dissection of anterior cerebral artery (disorder),1
stroke,SNOMED,840434004,Dissection of posterior cerebral artery (disorder),1
stroke,SNOMED,840436002,Dissection of middle cerebral artery (disorder),1
stroke,SNOMED,840437006,Dissection of multiple cerebral arteries (disorder),1
stroke,SNOMED,840439009,Dissection of intracranial carotid artery (disorder),1
stroke,SNOMED,840441005,Dissection of intracranial artery (disorder),1
stroke,SNOMED,842421000000106,Acute stroke management plan agreed (finding),1
stroke,SNOMED,849488701000119104,Cerebrovascular accident due to embolism of right anterior cerebral artery (disorder),1
stroke,SNOMED,849579281000119106,Cerebrovascular accident due to occlusion of right posterior communicating artery (disorder),1
stroke,SNOMED,851365731000119106,Cerebrovascular accident due to thrombosis of left posterior cerebral artery (disorder),1
stroke,SNOMED,859422751000119101,Cerebrovascular accident due to embolism of left carotid artery (disorder),1
stroke,SNOMED,86553761000119103,Cerebrovascular accident due to occlusion of bilateral posterior cerebral arteries (disorder),1
stroke,SNOMED,870544005,Occlusion of distal basilar artery,1
stroke,SNOMED,870579007,Occlusion of branch of basilar artery,1
stroke,SNOMED,87555007,Claude's syndrome,1
stroke,SNOMED,88032003,Amaurosis fugax (disorder),2
stroke,SNOMED,881694631000119107,Cerebrovascular accident of medulla oblongata (disorder),1
stroke,SNOMED,898941951000119108,Cerebrovascular accident due to occlusion of bilateral vertebral arteries (disorder),1
stroke,SNOMED,230716006,Carotid territory transient ischemic attack (disorder),2
stroke,SNOMED,230717002,Vertebrobasilar territory transient ischemic attack (disorder),2
stroke,SNOMED,230718007,Subarachnoid hemorrhage due to ruptured arteriovenous malformation (disorder),1
stroke,SNOMED,230719004,Intracranial subarachnoid hemorrhage due to ruptured aneurysm (disorder),1
stroke,SNOMED,231231000000107,Delivery of rehabilitation for stroke (regime/therapy),2
stroke,SNOMED,23276006,Ventricular hemorrhage (disorder),1
stroke,SNOMED,237701005,Pituitary apoplexy (disorder),1
stroke,SNOMED,237702003,Pituitary hemorrhage (disorder),1
stroke,SNOMED,239965291000119107,Cerebrovascular accident due to occlusion of basilar artery (disorder),1
stroke,SNOMED,24654003,Weber-Gubler syndrome,1
stroke,SNOMED,25133001,Completed stroke,1
stroke,SNOMED,251770561000119107,Cerebrovascular accident due to embolism of left anterior cerebral artery (disorder),1
stroke,SNOMED,266257000,Transient ischemic attack (disorder),2
stroke,SNOMED,270907008,Spontaneous intracranial subarachnoid hemorrhage (disorder),1
stroke,SNOMED,274100004,Cerebral hemorrhage,1
stroke,SNOMED,275434003,Stroke in the puerperium (disorder),1
stroke,SNOMED,275526006,History of cerebrovascular accident (situation),2
stroke,SNOMED,276219001,Occipital cerebral infarction,1
stroke,SNOMED,276220007,Foville syndrome,1
stroke,SNOMED,276221006,Millard-Gubler syndrome,1
stroke,SNOMED,290931000119108,Monoplegia of lower limb due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,291091000119102,Monoplegia of left nondominant upper limb due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,291111000119105,Monoplegia of right nondominant upper limb due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,291121000119103,Monoplegia of upper limb due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,291351000119109,Spontaneous hemorrhage of subarachnoid space from basilar artery (disorder),1
stroke,SNOMED,291371000119100,Spontaneous hemorrhage of subarachnoid space from intracranial artery (disorder),1
stroke,SNOMED,291411000119104,Spontaneous hemorrhage of subarachnoid space from left posterior communicating artery (disorder),1
stroke,SNOMED,291421000119106,Non-traumatic hemorrhage of subarachnoid space from left vertebral artery (disorder),1
stroke,SNOMED,291481000119105,Spontaneous hemorrhage of subarachnoid space from right posterior communicating artery (disorder),1
stroke,SNOMED,291491000119108,Non-traumatic hemorrhage of subarachnoid space from right vertebral artery (disorder),1
stroke,SNOMED,291511000119103,Spontaneous hemorrhage of deep cerebral hemisphere,1
stroke,SNOMED,291521000119105,Spontaneous hemorrhage of cortical intracerebral hemisphere,1
stroke,SNOMED,291531000119108,Spontaneous hemorrhage of cerebral hemisphere,1
stroke,SNOMED,291541000119104,Spontaneous hemorrhage of brain stem,1
stroke,SNOMED,291571000119106,Spontaneous cerebral hemorrhage (disorder),1
stroke,SNOMED,291581000119109,Acute nontraumatic subdural hemorrhage (disorder),1
stroke,SNOMED,291591000119107,Subacute non-traumatic intracranial subdural hemorrhage (disorder),1
stroke,SNOMED,291665000,Postpartum intrapituitary hemorrhage (disorder),1
stroke,SNOMED,292661000119105,Cerebrovascular accident due to stenosis of right vertebral artery (disorder),1
stroke,SNOMED,292671000119104,Cerebrovascular accident due to stenosis of left vertebral artery (disorder),1
stroke,SNOMED,16026991000119107,Cerebrovascular accident due to stenosis of left carotid artery (disorder),1
stroke,SNOMED,161511000,History of transient ischemic attack,2
stroke,SNOMED,161515009,History of subarachnoid hemorrhage ,2
stroke,SNOMED,16218291000119100,Acute cerebral ischemia,1
stroke,SNOMED,16260551000119106,Dysphasia due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,16371781000119100,Cerebellar stroke (disorder),1
stroke,SNOMED,16469821000119106,Fatigue due to and following cerebrovascular accident with intracranial hemorrhage (disorder),1
stroke,SNOMED,16469881000119105,Fatigue due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,16469931000119100,Fatigue due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,16469991000119101,Fatigue due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,16470041000119105,Urinary incontinence due to and following cerebrovascular accident with intracranial hemorrhage (disorder),1
stroke,SNOMED,16470101000119107,Urinary incontinence due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,16470211000119100,Urinary incontinence due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,16644541000119106,Cerebrovascular accident due to occlusion of bilateral carotid arteries (disorder),1
stroke,SNOMED,16644681000119102,Cerebrovascular accident due to occlusion of bilateral pontine arteries (disorder),1
stroke,SNOMED,16661931000119102,Cerebrovascular accident due to stenosis of bilateral vertebral arteries (disorder),1
stroke,SNOMED,16661971000119104,Cerebrovascular accident due to stenosis of bilateral carotid arteries (disorder),1
stroke,SNOMED,16702441000119104,Psychomotor retardation due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,16702561000119104,Psychomotor retardation due to and following cerebrovascular accident with intracranial hemorrhage (disorder),1
stroke,SNOMED,16702671000119109,Psychomotor retardation due to and following embolic cerebrovascular accident (disorder),1
CHD,SNOMED,123642008," Right coronary artery occlusion (disorder)""                                                  ",1
CHD,SNOMED,213037002," Mechanical complication of coronary bypass (disorder)""                                       ",1
CHD,SNOMED,240567009," Syphilitic coronary artery disease (disorder)""                                               ",1
CHD,SNOMED,408546009," Coronary artery bypass graft occlusion (disorder)""                                           ",1
CHD,SNOMED,442224005," Arteriosclerosis of autologous vein coronary artery bypass graft (disorder)""                 ",2
CHD,SNOMED,442240008," Arteriosclerosis of nonautologous coronary artery bypass graft (disorder)""                   ",2
CHD,SNOMED,442421004," Arteriosclerosis of arterial coronary artery bypass graft (disorder)""                        ",2
CHD,SNOMED,444855007," Arteriosclerosis of coronary artery bypass graft of transplanted heart (disorder)""           ",2
CHD,SNOMED,444856008," Arteriosclerosis of internal mammary artery coronary artery bypass graft (disorder)""         ",2
CHD,SNOMED,703356002," Coronary artery occlusion due to neoplastic disease (disorder)""                              ",1
CHD,SNOMED,732230001," Dissection of coronary artery (disorder)""                                                    ",1
CHD,SNOMED,840310005," Occlusion of proximal portion of anterior descending branch of left coronary artery (diso...""",1
stroke,SNOMED,16703661000119105,Memory deficit due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,16703711000119100,Memory deficit due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,16703761000119102,Memory deficit due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,16703821000119101,Memory deficit due to and following hemorrhagic cerebrovascular accident (disorder),1
stroke,SNOMED,16709811000119106,Spontaneous hemorrhage of subarachnoid space from anterior communicating artery (disorder),1
stroke,SNOMED,168747591000119109,Cerebrovascular accident due to embolism of bilateral posterior cerebral arteries (disorder),1
stroke,SNOMED,16891111000119104,Cryptogenic stroke (disorder),1
stroke,SNOMED,16896851000119101,History of embolic cerebrovascular accident,2
stroke,SNOMED,16896891000119106,History of cerebrovascular accident due to ischemia,2
stroke,SNOMED,182960891000119101,Cerebrovascular accident due to occlusion of left anterior cerebral artery (disorder),1
stroke,SNOMED,186831000119104,Apraxia due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,188174841000119103,Cerebrovascular accident due to occlusion of bilateral middle cerebral arteries (disorder),1
stroke,SNOMED,195155004,Subarachnoid hemorrhage from carotid siphon and bifurcation (disorder),1
stroke,SNOMED,195160000,Intracranial subarachnoid hemorrhage from vertebral artery (disorder),1
stroke,SNOMED,195165005,Basal ganglia hemorrhage,1
stroke,SNOMED,195167002,External capsule hemorrhage,1
stroke,SNOMED,195168007,Intracerebral hemorrhage with intraventricular hemorrhage (disorder),1
stroke,SNOMED,195169004,"Intracerebral hemorrhage, multiple localized",1
stroke,SNOMED,195176009,Non-traumatic intracranial subdural hemorrhage (disorder),1
stroke,SNOMED,195185009,Cerebral infarct due to thrombosis of precerebral arteries,1
stroke,SNOMED,13016361000119101,History of amaurosis fugax,2
stroke,SNOMED,134771000119108,Alteration of sensation as late effect of stroke (disorder),1
stroke,SNOMED,137991000119103,Seizure disorder as sequela of stroke (disorder),1
stroke,SNOMED,1386000,Intracranial hemorrhage (disorder),1
stroke,SNOMED,140221000119109,History of transient ischemic attack due to embolism,2
stroke,SNOMED,14070001,Multi-infarct dementia with depression (disorder),1
stroke,SNOMED,140701000119108,History of hemorrhagic stroke with hemiparesis (situation),2
stroke,SNOMED,140711000119106,History of hemorrhagic stroke with hemiplegia (situation),2
stroke,SNOMED,140881000119109,Compression of brain co-occurrent and due to spontaneous cerebral hemorrhage (disorder),1
stroke,SNOMED,140911000119109,Ischemic stroke with coma (disorder),1
stroke,SNOMED,140921000119102,Ischemic stroke without coma,1
stroke,SNOMED,141091000119105,Compression of brain co-occurrent and due to nontraumatic subarachnoid hemorrhage (disorder),1
stroke,SNOMED,141151000119101,Nontraumatic subdural hematoma with brain compression (disorder),1
stroke,SNOMED,141281000119101,History of ischemic stroke without residual deficits (situation),2
stroke,SNOMED,141811000119106,History of hemorrhagic cerebrovascular accident with residual deficit (situation),2
stroke,SNOMED,141821000119104,History of ischemic cerebrovascular accident with residual deficit (situation),2
stroke,SNOMED,141831000119101,History of embolic stroke with deficits (situation),2
stroke,SNOMED,142031000119104,Visual field defect due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,142851000119103,Spontaneous cerebellar hemorrhage (disorder),1
stroke,SNOMED,14309005,Anterior choroidal artery syndrome,1
stroke,SNOMED,442617003,Aphasia as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,442733008,Hemiplegia as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,444172003,Recurrent transient cerebral ischemic attack (disorder),2
stroke,SNOMED,444657001,Superior cerebellar artery syndrome,1
stroke,SNOMED,449020009,Intraparenchymal hemorrhage of brain (disorder),1
stroke,SNOMED,450376009,Hemorrhage of intracranial meningeal space (disorder),1
stroke,SNOMED,450425005,Intracranial hematoma (disorder),1
stroke,SNOMED,451035002,Subpial intracranial hemorrhage (disorder),1
stroke,SNOMED,451037005,Hemorrhage in globus pallidus (disorder),1
stroke,SNOMED,451038000,Hemorrhage in caudate nucleus (disorder),1
stroke,SNOMED,451039008,Hemorrhage in putamen (disorder),1
stroke,SNOMED,45639009,"Hereditary cerebral amyloid angiopathy, Icelandic type (disorder)",2
stroke,SNOMED,48601000119107,Paralytic syndrome on one side of the body as effect of cerebrovascular accident (disorder),1
stroke,SNOMED,488408691000119104,Cerebrovascular accident due to thrombosis of bilateral cerebellar arteries (disorder),1
stroke,SNOMED,49422009,Cortical hemorrhage,1
stroke,SNOMED,496369931000119104,Cerebrovascular accident due to thrombosis of right cerebellar artery (disorder),1
stroke,SNOMED,511452481000119102,Cerebrovascular accident due to thrombosis of right vertebral artery (disorder),1
stroke,SNOMED,517253051000119105,Cerebrovascular accident due to embolism of left vertebral artery (disorder),1
stroke,SNOMED,52201006,Internal capsule hemorrhage,1
stroke,SNOMED,5571000124103,Cerebrovascular accident with intracranial hemorrhage (disorder),1
stroke,SNOMED,195186005,Cerebral infarction due to embolism of precerebral arteries,1
stroke,SNOMED,195189003,Cerebral infarction due to thrombosis of cerebral arteries,1
stroke,SNOMED,195190007,Cerebral infarction due to embolism of cerebral arteries,1
stroke,SNOMED,195200006,Carotid artery syndrome hemispheric (disorder),2
stroke,SNOMED,195201005,Multiple and bilateral precerebral artery syndromes,2
stroke,SNOMED,195205001,Impending cerebral ischemia (disorder),2
stroke,SNOMED,195206000,Intermittent cerebral ischaemia,2
stroke,SNOMED,195209007,Middle cerebral artery syndrome (disorder),1
stroke,SNOMED,195210002,Anterior cerebral artery syndrome (disorder),1
stroke,SNOMED,195211003,Posterior cerebral artery syndrome (disorder),1
stroke,SNOMED,195212005,Brainstem stroke syndrome (disorder),1
stroke,SNOMED,195213000,Cerebellar stroke syndrome,1
stroke,SNOMED,195216008,Left sided cerebral hemisphere cerebrovascular accident (disorder),1
stroke,SNOMED,195217004,Right sided cerebral hemisphere cerebrovascular accident (disorder),1
stroke,SNOMED,195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",1
stroke,SNOMED,195772021000119105,Cerebrovascular accident due to thrombosis of left anterior cerebral artery (disorder),1
stroke,SNOMED,20059004,Occlusion of cerebral artery,1
stroke,SNOMED,20908003,Subcortical cerebral hemorrhage,1
stroke,SNOMED,212455011000119105,Subacute nontraumatic intracranial subdural hematoma (disorder),1
stroke,SNOMED,21454007,Subarachnoid intracranial hemorrhage (disorder),1
stroke,SNOMED,230690007,Cerebrovascular accident (disorder),1
stroke,SNOMED,230691006,Cerebrovascular accident due to occlusion of cerebral artery,1
stroke,SNOMED,230692004,Infarction - precerebral,1
stroke,SNOMED,230693009,Anterior cerebral circulation infarction,1
stroke,SNOMED,276222004,Top of basilar syndrome,1
stroke,SNOMED,276277008,Subarachnoid hemorrhage from multiple aneurysms (disorder),1
stroke,SNOMED,276278003,Subarachnoid hemorrhage from anterior cerebral artery aneurysm (disorder),1
stroke,SNOMED,276280009,Subarachnoid hemorrhage from middle cerebral artery aneurysm (disorder),1
stroke,SNOMED,276281008,Subarachnoid hemorrhage from posterior cerebral artery aneurysm (disorder),1
stroke,SNOMED,276282001,Subarachnoid hemorrhage from anterior communicating artery aneurysm (disorder),1
stroke,SNOMED,276283006,Subarachnoid hemorrhage from posterior communicating artery aneurysm (disorder),1
stroke,SNOMED,276284000,Subarachnoid hemorrhage from basilar artery aneurysm (disorder),1
stroke,SNOMED,276285004,Subarachnoid hemorrhage from posterior inferior cerebellar artery aneurysm (disorder),1
stroke,SNOMED,276286003,Subarachnoid hemorrhage from carotid artery aneurysm (disorder),1
stroke,SNOMED,276722003,Intracerebellar and posterior fossa hemorrhage,1
stroke,SNOMED,277286006,Chronic central post-stroke pain (disorder),1
stroke,SNOMED,277303004,Angiogram-negative intracranial subarachnoid hemorrhage (disorder),1
stroke,SNOMED,281240008,Extension of cerebrovascular accident (disorder),1
stroke,SNOMED,281864001,Non-traumatic intracranial subdural hematoma (disorder),1
stroke,SNOMED,281865000,Non-traumatic extradural intracranial hematoma (disorder),1
stroke,SNOMED,28318001,Basilar hemorrhage (disorder),1
stroke,SNOMED,290581000119101,Ataxia due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,290631000119103,Dysarthria due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,290791000119105,Fluency disorder due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,230694003,Total anterior cerebral circulation infarction,1
stroke,SNOMED,230695002,Partial anterior cerebral circulation infarction,1
stroke,SNOMED,230696001,Posterior cerebral circulation infarction,1
stroke,SNOMED,230698000,Lacunar infarction,1
stroke,SNOMED,230699008,Pure motor lacunar infarction,1
stroke,SNOMED,230700009,Pure sensory lacunar infarction,1
stroke,SNOMED,230701008,Pure sensorimotor lacunar infarction,1
stroke,SNOMED,230702001,Lacunar ataxic hemiparesis,1
stroke,SNOMED,230703006,Dysarthria-clumsy hand syndrome,1
stroke,SNOMED,230704000,Multi-infarct state,1
stroke,SNOMED,230706003,Hemorrhagic cerebral infarction (disorder),1
stroke,SNOMED,230707007,Anterior cerebral circulation hemorrhagic infarction (disorder),1
stroke,SNOMED,230708002,Posterior cerebral circulation hemorrhagic infarction (disorder),1
stroke,SNOMED,230709005,Massive supratentorial cerebral hemorrhage,1
stroke,SNOMED,230710000,Lobar cerebral hemorrhage,1
stroke,SNOMED,230711001,Thalamic hemorrhage,1
stroke,SNOMED,230712008,Lacunar hemorrhage,1
stroke,SNOMED,230713003,Stroke of uncertain pathology (disorder),1
stroke,SNOMED,230714009,Anterior circulation stroke of uncertain pathology (disorder),1
stroke,SNOMED,230715005,Posterior circulation stroke of uncertain pathology (disorder),1
CHD,SNOMED,776219771000119107,History of myocardial infarction due to demand ischemia,2
CHD,SNOMED,50570003,Aneurysm of coronary vessels,2
CHD,SNOMED,16025471000119107,Aneurysm of coronary artery due to and following acute febrile mucocutaneous lymph node syndrome,1
CHD,SNOMED,735565009,Perforation of coronary artery co-occurrent and due to aneurysm of coronary artery,1
CHD,SNOMED,735566005,Rupture of coronary artery co-occurrent and due to aneurysm of coronary artery,1
CHD,SNOMED,445512009,Calcification of coronary artery,2
CHD,SNOMED,429245005,Recurrent coronary arteriosclerosis after percutaneous transluminal coronary angioplasty,2
CHD,SNOMED,427919004,Coronary arteriosclerosis caused by radiation,1
CHD,SNOMED,371805005,Significant coronary bypass graft disease ,2
CHD,SNOMED,62827000,Coronary arteritis ,2
CHD,SNOMED,29899005,Coronary artery embolism,1
CHD,SNOMED,286391000119108,Acquired coronary artery fistula,1
stroke,SNOMED,759950981000119101,Cerebrovascular accident due to thrombosis of left vertebral artery (disorder),1
stroke,SNOMED,762629007,Occlusion of right middle cerebral artery by embolus,1
stroke,SNOMED,762630002,Occlusion of left middle cerebral artery by embolus,1
stroke,SNOMED,762651004,Occlusion of right posterior cerebral artery by embolus,1
stroke,SNOMED,762652006,Occlusion of left posterior cerebral artery by embolus,1
stroke,SNOMED,769023031000119104,Cerebrovascular accident of thalamus (disorder),1
stroke,SNOMED,7713009,Intrapontine hemorrhage,1
stroke,SNOMED,771476007,"Autosomal recessive leukoencephalopathy, ischemic stroke, retinitis pigmentosa syndrome (disorder)",2
stroke,SNOMED,788455001,Occlusion of bilateral pontine arteries,1
stroke,SNOMED,788880006,Cerebral ischemic stroke due to dissection of artery,1
stroke,SNOMED,788881005,Cerebral ischemic stroke due to aortic arch embolism,1
stroke,SNOMED,788882003,Cerebral ischemic stroke due to global hypoperfusion with watershed infarct,1
stroke,SNOMED,788883008,Cerebral ischemic stroke due to hypercoagulable state,1
stroke,SNOMED,788884002,Cerebral ischemic stroke due to subarachnoid hemorrhage,1
stroke,SNOMED,80051000119107,Stroke care management (procedure),2
stroke,SNOMED,806161651000119106,Cerebrovascular accident due to embolism of right vertebral artery (disorder),1
stroke,SNOMED,816241000000109,Management of stroke rehabilitation (procedure),2
stroke,SNOMED,817701000000103,Acute stroke care (regime/therapy),1
stroke,SNOMED,817711000000101,Management of acute stroke (procedure),1
stroke,SNOMED,823971000000109,Acute stroke care management (procedure),1
stroke,SNOMED,292681000119101,Cerebrovascular accident due to occlusion of right vertebral artery (disorder),1
stroke,SNOMED,292691000119103,Cerebrovascular accident due to occlusion of left vertebral artery (disorder),1
stroke,SNOMED,292851000119109,Lacunar ataxic hemiparesis of right dominant side,1
stroke,SNOMED,292861000119106,Lacunar ataxic hemiparesis of left dominant side,1
stroke,SNOMED,293811000119100,Cerebral infarction due to vertebral artery stenosis (disorder),1
stroke,SNOMED,293831000119105,Cerebral infarction due to stenosis of precerebral artery (disorder),1
stroke,SNOMED,297138001,Embolus of circle of Willis (disorder),1
stroke,SNOMED,297778421000119102,Cerebrovascular accident due to thrombosis of bilateral posterior cerebral arteries (disorder),1
stroke,SNOMED,301764006,Hematoma of brain (disorder),1
stroke,SNOMED,301765007,Cerebellar hematoma (disorder),1
stroke,SNOMED,302902003,Infarction of optic chiasm (disorder),1
stroke,SNOMED,302904002,Infarction of visual cortex (disorder),1
stroke,SNOMED,304831001,Chronic intracranial subdural hematoma (disorder),2
stroke,SNOMED,307363008,Multiple lacunar infarcts,1
stroke,SNOMED,307766002,Left sided cerebral infarction,1
stroke,SNOMED,307767006,Right sided cerebral infarction,1
stroke,SNOMED,308067002,History of stroke in last year (situation),2
stroke,SNOMED,308128006,"Right sided intracerebral hemorrhage, unspecified",1
stroke,SNOMED,32728005,Hemorrhage due to ruptured congenital cerebral aneurysm (disorder),1
stroke,SNOMED,329361000119107,Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus,1
stroke,SNOMED,703215002,Non-aneurysmal subarachnoid intracranial hemorrhage (disorder),1
stroke,SNOMED,703216001,Perimesencephalic subarachnoid hemorrhage (disorder),1
stroke,SNOMED,703217005,Convexal subarachnoid hemorrhage (disorder),1
stroke,SNOMED,704079000,Non-aneurysmal perimesencephalic subarachnoid hemorrhage (disorder),1
stroke,SNOMED,705128004,Cerebral infarction due to embolism of middle cerebral artery (disorder),1
stroke,SNOMED,705130002,Cerebral infarction due to thrombosis of middle cerebral artery (disorder),1
stroke,SNOMED,710575003,Transient ischemic attack due to embolism (disorder),2
stroke,SNOMED,713081000,Dissection of cerebral artery (disorder),1
stroke,SNOMED,713410003,Pain following cerebrovascular accident (finding),1
stroke,SNOMED,71444005,Cerebral arterial thrombosis,1
stroke,SNOMED,716051003,Cerebrovascular accident during surgery (disorder),1
stroke,SNOMED,720261501000119107,Cerebrovascular accident due to occlusion of bilateral anterior cerebral arteries (disorder),1
stroke,SNOMED,723082006,Silent cerebral infarct,1
stroke,SNOMED,723083001,Late effects of cerebral ischemic stroke (disorder),1
stroke,SNOMED,723857007,Silent micro-hemorrhage of brain (disorder),1
stroke,SNOMED,724424009,Cerebral ischemic stroke due to small artery occlusion,1
stroke,SNOMED,724425005,Cerebral ischemic stroke due to intracranial large artery atherosclerosis (disorder),1
stroke,SNOMED,724426006,Cerebral ischemic stroke due to extracranial large artery atherosclerosis (disorder),1
stroke,SNOMED,724429004,Stroke co-occurrent with migraine,1
stroke,SNOMED,724787004,Epilepsy due to cerebrovascular accident (disorder),1
stroke,SNOMED,143521000119103,Nontraumatic intraparenchymal cerebral hemorrhage (disorder),1
stroke,SNOMED,148871000119109,Weakness as a late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,149821000119103,Cerebral infarction due to carotid artery occlusion (disorder),1
stroke,SNOMED,152148641000119104,Cerebrovascular accident due to embolism of bilateral carotid arteries (disorder),1
stroke,SNOMED,15978431000119106,Thrombosis of right vertebral artery,1
stroke,SNOMED,16000351000119109,Cerebrovascular accident due to occlusion of left posterior cerebral artery,1
stroke,SNOMED,16000391000119104,Cerebrovascular accident due to occlusion of right posterior cerebral artery,1
stroke,SNOMED,16000431000119109,Cerebrovascular accident due to occlusion of right middle cerebral artery,1
stroke,SNOMED,16000511000119103,Cerebrovascular accident due to occlusion of left middle cerebral artery,1
stroke,SNOMED,16002031000119102,Cerebrovascular accident due to thrombus of right middle cerebral artery,1
stroke,SNOMED,16002111000119106,Cerebrovascular accident due to thrombus of left middle cerebral artery,1
stroke,SNOMED,16023911000119108,Cerebrovascular accident due to occlusion of right carotid artery (disorder),1
stroke,SNOMED,16023951000119109,Cerebrovascular accident due to occlusion of left anterior choroidal artery (disorder),1
stroke,SNOMED,16023991000119104,Cerebrovascular accident due to occlusion of left pontine artery (disorder),1
stroke,SNOMED,16024031000119100,Cerebrovascular accident due to occlusion of right pontine artery (disorder),1
stroke,SNOMED,16024071000119102,Cerebrovascular accident due to occlusion of right anterior choroidal artery (disorder),1
stroke,SNOMED,16024111000119109,Cerebrovascular accident due to occlusion of left carotid artery (disorder),1
stroke,SNOMED,16024151000119105,Cerebrovascular accident due to occlusion of left cerebellar artery (disorder),1
stroke,SNOMED,16024271000119107,Cerebrovascular accident due to occlusion of right cerebellar artery (disorder),1
